code,n_mutations
c1200211221,71
n1200211222,69
c1200211222,78
n1200212000,66
c1200212000,89
n1200212001,62
c1200212001,69
n1200212002,56
c1200212002,76
n1200212010,73
c1200212010,81
n1200212011,69
c1200212011,61
n1200212012,63
c1200212012,68
n1200212020,57
c1200212020,99
n1200212021,53
c1200212021,79
n1200212022,47
c1200212022,86
n1200212100,65
c1200212100,83
n1200212101,61
c1200212101,63
n1200212102,55
c1200212102,70
n1200212110,72
c1200212110,75
n1200212111,68
c1200212111,55
n1200212112,62
c1200212112,62
n1200212120,56
c1200212120,93
n1200212121,52
c1200212121,73
n1200212122,46
c1200212122,80
n1200212200,55
c1200212200,91
n1200212201,51
c1200212201,71
n1200212202,45
c1200212202,78
n1200212210,62
c1200212210,83
n1200212211,58
c1200212211,63
n1200212212,52
c1200212212,70
n1200212220,46
c1200212220,101
n1200212221,42
c1200212221,81
n1200212222,36
c1200212222,85
n1200220000,78
c1200220000,77
n1200220001,83
c1200220001,97
n1200220002,77
c1200220002,94
n1200220010,89
c1200220010,85
n1200220011,90
c1200220011,96
n1200220012,84
c1200220012,102
n1200220020,78
c1200220020,93
n1200220021,74
c1200220021,91
n1200220022,68
c1200220022,84
n1200220100,82
c1200220100,83
n1200220101,82
c1200220101,98
n1200220102,76
c1200220102,98
n1200220110,93
c1200220110,91
n1200220111,89
c1200220111,90
n1200220112,83
c1200220112,97
n1200220120,77
c1200220120,99
n1200220121,73
c1200220121,89
n1200220122,67
c1200220122,82
n1200220200,76
c1200220200,87
n1200220201,72
c1200220201,97
n1200220202,66
c1200220202,90
n1200220210,83
c1200220210,95
n1200220211,79
c1200220211,98
n1200220212,73
c1200220212,92
n1200220220,67
c1200220220,91
n1200220221,63
c1200220221,81
n1200220222,57
c1200220222,74
n1200221000,88
c1200221000,94
n1200221001,84
c1200221001,87
n1200221002,78
c1200221002,93
n1200221010,88
c1200221010,99
n1200221011,80
c1200221011,79
n1200221012,85
c1200221012,86
n1200221020,79
c1200221020,94
n1200221021,75
c1200221021,84
n1200221022,69
c1200221022,77
n1200221100,87
c1200221100,100
n1200221101,83
c1200221101,81
n1200221102,77
c1200221102,88
n1200221110,84
c1200221110,93
n1200221111,76
c1200221111,73
n1200221112,82
c1200221112,80
n1200221120,78
c1200221120,92
n1200221121,74
c1200221121,82
n1200221122,68
c1200221122,75
n1200221200,77
c1200221200,100
n1200221201,73
c1200221201,89
n1200221202,67
c1200221202,83
n1200221210,84
c1200221210,101
n1200221211,80
c1200221211,81
n1200221212,74
c1200221212,85
n1200221220,68
c1200221220,84
n1200221221,64
c1200221221,74
n1200221222,58
c1200221222,67
n1200222000,55
c1200222000,94
n1200222001,51
c1200222001,90
n1200222002,45
c1200222002,83
n1200222010,62
c1200222010,102
n1200222011,58
c1200222011,89
n1200222012,52
c1200222012,85
n1200222020,46
c1200222020,84
n1200222021,42
c1200222021,74
n1200222022,36
c1200222022,67
n1200222100,54
c1200222100,98
n1200222101,50
c1200222101,88
n1200222102,44
c1200222102,81
n1200222110,61
c1200222110,100
n1200222111,57
c1200222111,83
n1200222112,51
c1200222112,83
n1200222120,45
c1200222120,82
n1200222121,41
c1200222121,72
n1200222122,35
c1200222122,65
n1200222200,44
c1200222200,90
n1200222201,40
c1200222201,80
n1200222202,34
c1200222202,73
n1200222210,51
c1200222210,92
n1200222211,47
c1200222211,82
n1200222212,41
c1200222212,75
n1200222220,35
c1200222220,74
n1200222221,31
c1200222221,64
n1200222222,25
c1200222222,57
n1201000000,43
c1201000000,51
n1201000001,51
c1201000001,71
n1201000002,53
c1201000002,68
n1201000010,54
c1201000010,59
n1201000011,62
c1201000011,79
n1201000012,64
c1201000012,76
n1201000020,52
c1201000020,67
n1201000021,60
c1201000021,87
n1201000022,62
c1201000022,84
n1201000100,47
c1201000100,57
n1201000101,55
c1201000101,77
n1201000102,57
c1201000102,74
n1201000110,58
c1201000110,65
n1201000111,66
c1201000111,73
n1201000112,68
c1201000112,80
n1201000120,56
c1201000120,73
n1201000121,64
c1201000121,91
n1201000122,66
c1201000122,90
n1201000200,54
c1201000200,61
n1201000201,62
c1201000201,81
n1201000202,64
c1201000202,78
n1201000210,65
c1201000210,69
n1201000211,73
c1201000211,81
n1201000212,75
c1201000212,86
n1201000220,63
c1201000220,77
n1201000221,71
c1201000221,97
n1201000222,73
c1201000222,94
n1201001000,83
c1201001000,68
n1201001001,91
c1201001001,70
n1201001002,93
c1201001002,77
n1201001010,94
c1201001010,76
n1201001011,98
c1201001011,62
n1201001012,104
c1201001012,69
n1201001020,92
c1201001020,84
n1201001021,100
c1201001021,80
n1201001022,102
c1201001022,87
n1201001100,87
c1201001100,74
n1201001101,95
c1201001101,64
n1201001102,97
c1201001102,71
n1201001110,98
c1201001110,76
n1201001111,94
c1201001111,56
n1201001112,100
c1201001112,63
n1201001120,96
c1201001120,90
n1201001121,104
c1201001121,74
n1201001122,104
c1201001122,81
n1201001200,94
c1201001200,78
n1201001201,102
c1201001201,72
n1201001202,103
c1201001202,79
n1201001210,105
c1201001210,84
n1201001211,104
c1201001211,64
n1201001212,110
c1201001212,71
n1201001220,103
c1201001220,94
n1201001221,100
c1201001221,82
n1201001222,94
c1201001222,89
n1201002000,75
c1201002000,68
n1201002001,83
c1201002001,80
n1201002002,81
c1201002002,85
n1201002010,86
c1201002010,76
n1201002011,94
c1201002011,72
n1201002012,88
c1201002012,79
n1201002020,82
c1201002020,84
n1201002021,78
c1201002021,90
n1201002022,72
c1201002022,97
n1201002100,79
c1201002100,74
n1201002101,86
c1201002101,74
n1201002102,80
c1201002102,81
n1201002110,90
c1201002110,82
n1201002111,93
c1201002111,66
n1201002112,87
c1201002112,73
n1201002120,81
c1201002120,90
n1201002121,77
c1201002121,84
n1201002122,71
c1201002122,91
n1201002200,80
c1201002200,78
n1201002201,76
c1201002201,82
n1201002202,70
c1201002202,89
n1201002210,87
c1201002210,86
n1201002211,83
c1201002211,74
n1201002212,77
c1201002212,81
n1201002220,71
c1201002220,94
n1201002221,67
c1201002221,92
n1201002222,61
c1201002222,92
n1201010000,60
c1201010000,72
n1201010001,68
c1201010001,66
n1201010002,70
c1201010002,73
n1201010010,71
c1201010010,78
n1201010011,79
c1201010011,58
n1201010012,81
c1201010012,65
n1201010020,69
c1201010020,88
n1201010021,77
c1201010021,76
n1201010022,79
c1201010022,83
n1201010100,64
c1201010100,78
n1201010101,72
c1201010101,60
n1201010102,74
c1201010102,67
n1201010110,75
c1201010110,72
n1201010111,83
c1201010111,52
n1201010112,85
c1201010112,59
n1201010120,73
c1201010120,90
n1201010121,81
c1201010121,70
n1201010122,83
c1201010122,77
n1201010200,71
c1201010200,82
n1201010201,79
c1201010201,68
n1201010202,81
c1201010202,75
n1201010210,82
c1201010210,80
n1201010211,90
c1201010211,60
n1201010212,92
c1201010212,67
n1201010220,80
c1201010220,98
n1201010221,88
c1201010221,78
n1201010222,90
c1201010222,85
n1201011000,100
c1201011000,69
n1201011001,92
c1201011001,49
n1201011002,98
c1201011002,56
n1201011010,89
c1201011010,61
n1201011011,81
c1201011011,41
n1201011012,87
c1201011012,48
n1201011020,105
c1201011020,79
n1201011021,97
c1201011021,59
n1201011022,102
c1201011022,66
n1201011100,96
c1201011100,63
n1201011101,88
c1201011101,43
n1201011102,94
c1201011102,50
n1201011110,85
c1201011110,55
n1201011111,77
c1201011111,35
n1201011112,83
c1201011112,42
n1201011120,101
c1201011120,73
n1201011121,93
c1201011121,53
n1201011122,99
c1201011122,60
n1201011200,106
c1201011200,71
n1201011201,98
c1201011201,51
n1201011202,100
c1201011202,58
n1201011210,95
c1201011210,63
n1201011211,87
c1201011211,43
n1201011212,93
c1201011212,50
n1201011220,101
c1201011220,81
n1201011221,97
c1201011221,61
n1201011222,91
c1201011222,68
n1201012000,88
c1201012000,79
n1201012001,84
c1201012001,59
n1201012002,78
c1201012002,66
n1201012010,95
c1201012010,71
n1201012011,91
c1201012011,51
n1201012012,85
c1201012012,58
n1201012020,79
c1201012020,89
n1201012021,75
c1201012021,69
n1201012022,69
c1201012022,76
n1201012100,87
c1201012100,73
n1201012101,83
c1201012101,53
n1201012102,77
c1201012102,60
n1201012110,94
c1201012110,65
n1201012111,90
c1201012111,45
n1201012112,84
c1201012112,52
n1201012120,78
c1201012120,83
n1201012121,74
c1201012121,63
n1201012122,68
c1201012122,70
n1201012200,77
c1201012200,81
n1201012201,73
c1201012201,61
n1201012202,67
c1201012202,68
n1201012210,84
c1201012210,73
n1201012211,80
c1201012211,53
n1201012212,74
c1201012212,60
n1201012220,68
c1201012220,91
n1201012221,64
c1201012221,71
n1201012222,58
c1201012222,78
n1201020000,57
c1201020000,76
n1201020001,65
c1201020001,94
n1201020002,67
c1201020002,93
n1201020010,68
c1201020010,84
n1201020011,76
c1201020011,86
n1201020012,78
c1201020012,93
n1201020020,66
c1201020020,92
n1201020021,74
c1201020021,101
n1201020022,76
c1201020022,94
n1201020100,61
c1201020100,82
n1201020101,69
c1201020101,88
n1201020102,71
c1201020102,95
n1201020110,72
c1201020110,90
n1201020111,80
c1201020111,80
n1201020112,82
c1201020112,87
n1201020120,70
c1201020120,98
n1201020121,78
c1201020121,98
n1201020122,80
c1201020122,92
n1201020200,68
c1201020200,86
n1201020201,76
c1201020201,96
n1201020202,78
c1201020202,100
n1201020210,79
c1201020210,94
n1201020211,87
c1201020211,88
n1201020212,89
c1201020212,95
n1201020220,77
c1201020220,101
n1201020221,85
c1201020221,91
n1201020222,79
c1201020222,84
n1201021000,97
c1201021000,93
n1201021001,103
c1201021001,77
n1201021002,100
c1201021002,84
n1201021010,100
c1201021010,89
n1201021011,92
c1201021011,69
n1201021012,98
c1201021012,76
n1201021020,101
c1201021020,104
n1201021021,97
c1201021021,87
n1201021022,91
c1201021022,87
n1201021100,101
c1201021100,91
n1201021101,99
c1201021101,71
n1201021102,99
c1201021102,78
n1201021110,96
c1201021110,83
n1201021111,88
c1201021111,63
n1201021112,94
c1201021112,70
n1201021120,100
c1201021120,101
n1201021121,96
c1201021121,81
n1201021122,90
c1201021122,85
n1201021200,99
c1201021200,99
n1201021201,95
c1201021201,79
n1201021202,89
c1201021202,86
n1201021210,106
c1201021210,91
n1201021211,98
c1201021211,71
n1201021212,96
c1201021212,78
n1201021220,90
c1201021220,94
n1201021221,86
c1201021221,84
n1201021222,80
c1201021222,77
n1201022000,77
c1201022000,93
n1201022001,73
c1201022001,87
n1201022002,67
c1201022002,93
n1201022010,84
c1201022010,99
n1201022011,80
c1201022011,79
n1201022012,74
c1201022012,86
n1201022020,68
c1201022020,94
n1201022021,64
c1201022021,84
n1201022022,58
c1201022022,77
n1201022100,76
c1201022100,99
n1201022101,72
c1201022101,81
n1201022102,66
c1201022102,88
n1201022110,83
c1201022110,93
n1201022111,79
c1201022111,73
n1201022112,73
c1201022112,80
n1201022120,67
c1201022120,92
n1201022121,63
c1201022121,82
n1201022122,57
c1201022122,75
n1201022200,66
c1201022200,100
n1201022201,62
c1201022201,89
n1201022202,56
c1201022202,83
n1201022210,73
c1201022210,101
n1201022211,69
c1201022211,81
n1201022212,63
c1201022212,85
n1201022220,57
c1201022220,84
n1201022221,53
c1201022221,74
n1201022222,47
c1201022222,67
n1201100000,68
c1201100000,56
n1201100001,76
c1201100001,76
n1201100002,78
c1201100002,73
n1201100010,79
c1201100010,64
n1201100011,87
c1201100011,74
n1201100012,89
c1201100012,81
n1201100020,77
c1201100020,72
n1201100021,85
c1201100021,92
n1201100022,87
c1201100022,89
n1201100100,72
c1201100100,62
n1201100101,80
c1201100101,76
n1201100102,82
c1201100102,79
n1201100110,83
c1201100110,70
n1201100111,91
c1201100111,68
n1201100112,93
c1201100112,75
n1201100120,81
c1201100120,78
n1201100121,89
c1201100121,86
n1201100122,89
c1201100122,93
n1201100200,79
c1201100200,66
n1201100201,87
c1201100201,84
n1201100202,88
c1201100202,83
n1201100210,90
c1201100210,74
n1201100211,98
c1201100211,76
n1201100212,95
c1201100212,83
n1201100220,88
c1201100220,82
n1201100221,85
c1201100221,94
n1201100222,79
c1201100222,99
n1201101000,92
c1201101000,73
n1201101001,84
c1201101001,65
n1201101002,90
c1201101002,72
n1201101010,81
c1201101010,77
n1201101011,73
c1201101011,57
n1201101012,79
c1201101012,64
n1201101020,97
c1201101020,89
n1201101021,89
c1201101021,75
n1201101022,91
c1201101022,82
n1201101100,88
c1201101100,79
n1201101101,80
c1201101101,59
n1201101102,86
c1201101102,66
n1201101110,77
c1201101110,71
n1201101111,69
c1201101111,51
n1201101112,75
c1201101112,58
n1201101120,93
c1201101120,89
n1201101121,85
c1201101121,69
n1201101122,90
c1201101122,76
n1201101200,98
c1201101200,83
n1201101201,90
c1201101201,67
n1201101202,89
c1201101202,74
n1201101210,87
c1201101210,79
n1201101211,79
c1201101211,59
n1201101212,85
c1201101212,66
n1201101220,90
c1201101220,97
n1201101221,86
c1201101221,77
n1201101222,80
c1201101222,84
n1201102000,77
c1201102000,73
n1201102001,73
c1201102001,75
n1201102002,67
c1201102002,82
n1201102010,84
c1201102010,81
n1201102011,80
c1201102011,67
n1201102012,74
c1201102012,74
n1201102020,68
c1201102020,89
n1201102021,64
c1201102021,85
n1201102022,58
c1201102022,92
n1201102100,76
c1201102100,79
n1201102101,72
c1201102101,69
n1201102102,66
c1201102102,76
n1201102110,83
c1201102110,81
n1201102111,79
c1201102111,61
n1201102112,73
c1201102112,68
n1201102120,67
c1201102120,95
n1201102121,63
c1201102121,79
n1201102122,57
c1201102122,86
n1201102200,66
c1201102200,83
n1201102201,62
c1201102201,77
n1201102202,56
c1201102202,84
n1201102210,73
c1201102210,89
n1201102211,69
c1201102211,69
n1201102212,63
c1201102212,76
n1201102220,57
c1201102220,99
n1201102221,53
c1201102221,87
n1201102222,47
c1201102222,88
n1201110000,85
c1201110000,77
n1201110001,93
c1201110001,61
n1201110002,95
c1201110002,68
n1201110010,96
c1201110010,73
n1201110011,96
c1201110011,53
n1201110012,102
c1201110012,60
n1201110020,94
c1201110020,91
n1201110021,93
c1201110021,71
n1201110022,87
c1201110022,78
n1201110100,89
c1201110100,75
n1201110101,97
c1201110101,55
n1201110102,95
c1201110102,62
n1201110110,100
c1201110110,67
n1201110111,92
c1201110111,47
n1201110112,98
c1201110112,54
n1201110120,96
c1201110120,85
n1201110121,92
c1201110121,65
n1201110122,86
c1201110122,72
n1201110200,95
c1201110200,83
n1201110201,91
c1201110201,63
n1201110202,85
c1201110202,70
n1201110210,102
c1201110210,75
n1201110211,98
c1201110211,55
n1201110212,92
c1201110212,62
n1201110220,86
c1201110220,93
n1201110221,82
c1201110221,73
n1201110222,76
c1201110222,80
n1201111000,75
c1201111000,64
n1201111001,67
c1201111001,44
n1201111002,73
c1201111002,51
n1201111010,64
c1201111010,56
n1201111011,56
c1201111011,36
n1201111012,62
c1201111012,43
n1201111020,80
c1201111020,74
n1201111021,72
c1201111021,54
n1201111022,78
c1201111022,61
n1201111100,71
c1201111100,58
n1201111101,63
c1201111101,38
n1201111102,69
c1201111102,45
n1201111110,60
c1201111110,50
n1201111111,52
c1201111111,30
n1201111112,58
c1201111112,37
n1201111120,76
c1201111120,68
n1201111121,68
c1201111121,48
n1201111122,74
c1201111122,55
n1201111200,81
c1201111200,66
n1201111201,73
c1201111201,46
n1201111202,79
c1201111202,53
n1201111210,70
c1201111210,58
n1201111211,62
c1201111211,38
n1201111212,68
c1201111212,45
n1201111220,86
c1201111220,76
n1201111221,78
c1201111221,56
n1201111222,77
c1201111222,63
n1201112000,74
c1201112000,74
n1201112001,70
c1201112001,54
n1201112002,64
c1201112002,61
n1201112010,81
c1201112010,66
n1201112011,77
c1201112011,46
n1201112012,71
c1201112012,53
n1201112020,65
c1201112020,84
n1201112021,61
c1201112021,64
n1201112022,55
c1201112022,71
n1201112100,73
c1201112100,68
n1201112101,69
c1201112101,48
n1201112102,63
c1201112102,55
n1201112110,80
c1201112110,60
n1201112111,76
c1201112111,40
n1201112112,70
c1201112112,47
n1201112120,64
c1201112120,78
n1201112121,60
c1201112121,58
n1201112122,54
c1201112122,65
n1201112200,63
c1201112200,76
n1201112201,59
c1201112201,56
n1201112202,53
c1201112202,63
n1201112210,70
c1201112210,68
n1201112211,66
c1201112211,48
n1201112212,60
c1201112212,55
n1201112220,54
c1201112220,86
n1201112221,50
c1201112221,66
n1201112222,44
c1201112222,73
n1201120000,82
c1201120000,81
n1201120001,90
c1201120001,89
n1201120002,85
c1201120002,96
n1201120010,93
c1201120010,89
n1201120011,98
c1201120011,81
n1201120012,92
c1201120012,88
n1201120020,86
c1201120020,97
n1201120021,82
c1201120021,97
n1201120022,76
c1201120022,90
n1201120100,86
c1201120100,87
n1201120101,90
c1201120101,83
n1201120102,84
c1201120102,90
n1201120110,97
c1201120110,95
n1201120111,97
c1201120111,75
n1201120112,91
c1201120112,82
n1201120120,85
c1201120120,103
n1201120121,81
c1201120121,93
n1201120122,75
c1201120122,88
n1201120200,84
c1201120200,91
n1201120201,80
c1201120201,91
n1201120202,74
c1201120202,96
n1201120210,91
c1201120210,99
n1201120211,87
c1201120211,83
n1201120212,81
c1201120212,90
n1201120220,75
c1201120220,97
n1201120221,71
c1201120221,87
n1201120222,65
c1201120222,80
n1201121000,86
c1201121000,92
n1201121001,78
c1201121001,72
n1201121002,84
c1201121002,79
n1201121010,75
c1201121010,84
n1201121011,67
c1201121011,64
n1201121012,73
c1201121012,71
n1201121020,87
c1201121020,100
n1201121021,83
c1201121021,82
n1201121022,77
c1201121022,83
n1201121100,82
c1201121100,86
n1201121101,74
c1201121101,66
n1201121102,80
c1201121102,73
n1201121110,71
c1201121110,78
n1201121111,63
c1201121111,58
n1201121112,69
c1201121112,65
n1201121120,86
c1201121120,96
n1201121121,79
c1201121121,76
n1201121122,76
c1201121122,81
n1201121200,85
c1201121200,94
n1201121201,81
c1201121201,74
n1201121202,75
c1201121202,81
n1201121210,81
c1201121210,86
n1201121211,73
c1201121211,66
n1201121212,79
c1201121212,73
n1201121220,76
c1201121220,90
n1201121221,72
c1201121221,80
n1201121222,66
c1201121222,73
n1201122000,63
c1201122000,98
n1201122001,59
c1201122001,82
n1201122002,53
c1201122002,89
n1201122010,70
c1201122010,94
n1201122011,66
c1201122011,74
n1201122012,60
c1201122012,81
n1201122020,54
c1201122020,90
n1201122021,50
c1201122021,80
n1201122022,44
c1201122022,73
n1201122100,62
c1201122100,96
n1201122101,58
c1201122101,76
n1201122102,52
c1201122102,83
n1201122110,69
c1201122110,88
n1201122111,65
c1201122111,68
n1201122112,59
c1201122112,75
n1201122120,53
c1201122120,88
n1201122121,49
c1201122121,78
n1201122122,43
c1201122122,71
n1201122200,52
c1201122200,96
n1201122201,48
c1201122201,84
n1201122202,42
c1201122202,79
n1201122210,59
c1201122210,96
n1201122211,55
c1201122211,76
n1201122212,49
c1201122212,81
n1201122220,43
c1201122220,80
n1201122221,39
c1201122221,70
n1201122222,33
c1201122222,63
n1201200000,67
c1201200000,61
n1201200001,75
c1201200001,81
n1201200002,77
c1201200002,78
n1201200010,78
c1201200010,69
n1201200011,86
c1201200011,80
n1201200012,88
c1201200012,86
n1201200020,76
c1201200020,77
n1201200021,84
c1201200021,97
n1201200022,80
c1201200022,94
n1201200100,71
c1201200100,67
n1201200101,79
c1201200101,82
n1201200102,81
c1201200102,84
n1201200110,82
c1201200110,75
n1201200111,90
c1201200111,74
n1201200112,92
c1201200112,81
n1201200120,80
c1201200120,83
n1201200121,85
c1201200121,92
n1201200122,79
c1201200122,99
n1201200200,78
c1201200200,71
n1201200201,84
c1201200201,90
n1201200202,78
c1201200202,88
n1201200210,89
c1201200210,79
n1201200211,91
c1201200211,82
n1201200212,85
c1201200212,89
n1201200220,79
c1201200220,87
n1201200221,75
c1201200221,100
n1201200222,69
c1201200222,99
n1201201000,100
c1201201000,78
n1201201001,94
c1201201001,71
n1201201002,90
c1201201002,78
n1201201010,91
c1201201010,83
n1201201011,83
c1201201011,63
n1201201012,89
c1201201012,70
n1201201020,91
c1201201020,94
n1201201021,87
c1201201021,81
n1201201022,81
c1201201022,88
n1201201100,98
c1201201100,84
n1201201101,90
c1201201101,65
n1201201102,89
c1201201102,72
n1201201110,87
c1201201110,77
n1201201111,79
c1201201111,57
n1201201112,85
c1201201112,64
n1201201120,90
c1201201120,95
n1201201121,86
c1201201121,75
n1201201122,80
c1201201122,82
n1201201200,89
c1201201200,88
n1201201201,85
c1201201201,73
n1201201202,79
c1201201202,80
n1201201210,96
c1201201210,85
n1201201211,89
c1201201211,65
n1201201212,86
c1201201212,72
n1201201220,80
c1201201220,103
n1201201221,76
c1201201221,83
n1201201222,70
c1201201222,90
n1201202000,67
c1201202000,78
n1201202001,63
c1201202001,81
n1201202002,57
c1201202002,88
n1201202010,74
c1201202010,86
n1201202011,70
c1201202011,73
n1201202012,64
c1201202012,80
n1201202020,58
c1201202020,94
n1201202021,54
c1201202021,91
n1201202022,48
c1201202022,92
n1201202100,66
c1201202100,84
n1201202101,62
c1201202101,75
n1201202102,56
c1201202102,82
n1201202110,73
c1201202110,87
n1201202111,69
c1201202111,67
n1201202112,63
c1201202112,74
n1201202120,57
c1201202120,100
n1201202121,53
c1201202121,85
n1201202122,47
c1201202122,90
n1201202200,56
c1201202200,88
n1201202201,52
c1201202201,83
n1201202202,46
c1201202202,90
n1201202210,63
c1201202210,95
n1201202211,59
c1201202211,75
n1201202212,53
c1201202212,82
n1201202220,47
c1201202220,99
n1201202221,43
c1201202221,89
n1201202222,37
c1201202222,82
n1201210000,84
c1201210000,82
n1201210001,92
c1201210001,67
n1201210002,86
c1201210002,74
n1201210010,95
c1201210010,79
n1201210011,99
c1201210011,59
n1201210012,93
c1201210012,66
n1201210020,87
c1201210020,97
n1201210021,83
c1201210021,77
n1201210022,77
c1201210022,84
n1201210100,88
c1201210100,81
n1201210101,91
c1201210101,61
n1201210102,85
c1201210102,68
n1201210110,99
c1201210110,73
n1201210111,98
c1201210111,53
n1201210112,92
c1201210112,60
n1201210120,86
c1201210120,91
n1201210121,82
c1201210121,71
n1201210122,76
c1201210122,78
n1201210200,85
c1201210200,89
n1201210201,81
c1201210201,69
n1201210202,75
c1201210202,76
n1201210210,92
c1201210210,81
n1201210211,88
c1201210211,61
n1201210212,82
c1201210212,68
n1201210220,76
c1201210220,99
n1201210221,72
c1201210221,79
n1201210222,66
c1201210222,86
n1201211000,85
c1201211000,70
n1201211001,77
c1201211001,50
n1201211002,83
c1201211002,57
n1201211010,74
c1201211010,62
n1201211011,66
c1201211011,42
n1201211012,72
c1201211012,49
n1201211020,88
c1201211020,80
n1201211021,82
c1201211021,60
n1201211022,78
c1201211022,67
n1201211100,81
c1201211100,64
n1201211101,73
c1201211101,44
n1201211102,79
c1201211102,51
n1201211110,70
c1201211110,56
n1201211111,62
c1201211111,36
n1201211112,68
c1201211112,43
n1201211120,86
c1201211120,74
n1201211121,78
c1201211121,54
n1201211122,77
c1201211122,61
n1201211200,86
c1201211200,72
n1201211201,82
c1201211201,52
n1201211202,76
c1201211202,59
n1201211210,80
c1201211210,64
n1201211211,72
c1201211211,44
n1201211212,78
c1201211212,51
n1201211220,77
c1201211220,82
n1201211221,73
c1201211221,62
n1201211222,67
c1201211222,69
n1201212000,64
c1201212000,80
n1201212001,60
c1201212001,60
n1201212002,54
c1201212002,67
n1201212010,71
c1201212010,72
n1201212011,67
c1201212011,52
n1201212012,61
c1201212012,59
n1201212020,55
c1201212020,90
n1201212021,51
c1201212021,70
n1201212022,45
c1201212022,77
n1201212100,63
c1201212100,74
n1201212101,59
c1201212101,54
n1201212102,53
c1201212102,61
n1201212110,70
c1201212110,66
n1201212111,66
c1201212111,46
n1201212112,60
c1201212112,53
n1201212120,54
c1201212120,84
n1201212121,50
c1201212121,64
n1201212122,44
c1201212122,71
n1201212200,53
c1201212200,82
n1201212201,49
c1201212201,62
n1201212202,43
c1201212202,69
n1201212210,60
c1201212210,74
n1201212211,56
c1201212211,54
n1201212212,50
c1201212212,61
n1201212220,44
c1201212220,92
n1201212221,40
c1201212221,72
n1201212222,34
c1201212222,79
n1201220000,81
c1201220000,86
n1201220001,81
c1201220001,95
n1201220002,75
c1201220002,100
n1201220010,92
c1201220010,94
n1201220011,88
c1201220011,87
n1201220012,82
c1201220012,94
n1201220020,76
c1201220020,101
n1201220021,72
c1201220021,91
n1201220022,66
c1201220022,84
n1201220100,84
c1201220100,92
n1201220101,80
c1201220101,89
n1201220102,74
c1201220102,96
n1201220110,91
c1201220110,100
n1201220111,87
c1201220111,81
n1201220112,81
c1201220112,88
n1201220120,75
c1201220120,99
n1201220121,71
c1201220121,89
n1201220122,65
c1201220122,82
n1201220200,74
c1201220200,96
n1201220201,70
c1201220201,97
n1201220202,64
c1201220202,90
n1201220210,81
c1201220210,104
n1201220211,77
c1201220211,89
n1201220212,71
c1201220212,92
n1201220220,65
c1201220220,91
n1201220221,61
c1201220221,81
n1201220222,55
c1201220222,74
n1201221000,86
c1201221000,98
n1201221001,82
c1201221001,78
n1201221002,76
c1201221002,85
n1201221010,85
c1201221010,90
n1201221011,77
c1201221011,70
n1201221012,83
c1201221012,77
n1201221020,77
c1201221020,94
n1201221021,73
c1201221021,84
n1201221022,67
c1201221022,77
n1201221100,85
c1201221100,92
n1201221101,81
c1201221101,72
n1201221102,75
c1201221102,79
n1201221110,81
c1201221110,84
n1201221111,73
c1201221111,64
n1201221112,79
c1201221112,71
n1201221120,76
c1201221120,92
n1201221121,72
c1201221121,82
n1201221122,66
c1201221122,75
n1201221200,75
c1201221200,100
n1201221201,71
c1201221201,80
n1201221202,65
c1201221202,83
n1201221210,82
c1201221210,92
n1201221211,78
c1201221211,72
n1201221212,72
c1201221212,79
n1201221220,66
c1201221220,84
n1201221221,62
c1201221221,74
n1201221222,56
c1201221222,67
n1201222000,53
c1201222000,100
n1201222001,49
c1201222001,88
n1201222002,43
c1201222002,83
n1201222010,60
c1201222010,100
n1201222011,56
c1201222011,80
n1201222012,50
c1201222012,85
n1201222020,44
c1201222020,84
n1201222021,40
c1201222021,74
n1201222022,34
c1201222022,67
n1201222100,52
c1201222100,98
n1201222101,48
c1201222101,82
n1201222102,42
c1201222102,81
n1201222110,59
c1201222110,94
n1201222111,55
c1201222111,74
n1201222112,49
c1201222112,81
n1201222120,43
c1201222120,82
n1201222121,39
c1201222121,72
n1201222122,33
c1201222122,65
n1201222200,42
c1201222200,90
n1201222201,38
c1201222201,80
n1201222202,32
c1201222202,73
n1201222210,49
c1201222210,92
n1201222211,45
c1201222211,82
n1201222212,39
c1201222212,75
n1201222220,33
c1201222220,74
n1201222221,29
c1201222221,64
n1201222222,23
c1201222222,57
n1202000000,44
c1202000000,52
n1202000001,52
c1202000001,72
n1202000002,54
c1202000002,69
n1202000010,55
c1202000010,60
n1202000011,63
c1202000011,80
n1202000012,65
c1202000012,77
n1202000020,53
c1202000020,68
n1202000021,61
c1202000021,88
n1202000022,63
c1202000022,85
n1202000100,48
c1202000100,58
n1202000101,56
c1202000101,78
n1202000102,58
c1202000102,75
n1202000110,59
c1202000110,66
n1202000111,67
c1202000111,83
n1202000112,69
c1202000112,83
n1202000120,57
c1202000120,74
n1202000121,65
c1202000121,94
n1202000122,67
c1202000122,91
n1202000200,55
c1202000200,62
n1202000201,63
c1202000201,82
n1202000202,65
c1202000202,79
n1202000210,66
c1202000210,70
n1202000211,74
c1202000211,90
n1202000212,76
c1202000212,87
n1202000220,64
c1202000220,78
n1202000221,72
c1202000221,98
n1202000222,74
c1202000222,95
n1202001000,84
c1202001000,69
n1202001001,92
c1202001001,80
n1202001002,94
c1202001002,86
n1202001010,95
c1202001010,77
n1202001011,100
c1202001011,72
n1202001012,105
c1202001012,79
n1202001020,93
c1202001020,85
n1202001021,101
c1202001021,90
n1202001022,103
c1202001022,97
