code,n_mutations
n2011022002,85
c2011022002,81
n2011022010,86
c2011022010,100
n2011022011,94
c2011022011,85
n2011022012,96
c2011022012,83
n2011022020,84
c2011022020,82
n2011022021,92
c2011022021,72
n2011022022,90
c2011022022,65
n2011022100,79
c2011022100,96
n2011022101,87
c2011022101,86
n2011022102,89
c2011022102,79
n2011022110,90
c2011022110,98
n2011022111,94
c2011022111,79
n2011022112,100
c2011022112,81
n2011022120,88
c2011022120,80
n2011022121,95
c2011022121,70
n2011022122,89
c2011022122,63
n2011022200,86
c2011022200,88
n2011022201,94
c2011022201,78
n2011022202,88
c2011022202,71
n2011022210,97
c2011022210,90
n2011022211,101
c2011022211,80
n2011022212,95
c2011022212,73
n2011022220,89
c2011022220,72
n2011022221,85
c2011022221,62
n2011022222,79
c2011022222,55
n2011100000,54
c2011100000,62
n2011100001,62
c2011100001,82
n2011100002,64
c2011100002,79
n2011100010,65
c2011100010,70
n2011100011,73
c2011100011,80
n2011100012,75
c2011100012,87
n2011100020,63
c2011100020,78
n2011100021,71
c2011100021,98
n2011100022,73
c2011100022,95
n2011100100,58
c2011100100,68
n2011100101,66
c2011100101,82
n2011100102,68
c2011100102,85
n2011100110,69
c2011100110,76
n2011100111,77
c2011100111,74
n2011100112,79
c2011100112,81
n2011100120,67
c2011100120,84
n2011100121,75
c2011100121,92
n2011100122,77
c2011100122,99
n2011100200,65
c2011100200,72
n2011100201,73
c2011100201,90
n2011100202,75
c2011100202,89
n2011100210,76
c2011100210,80
n2011100211,84
c2011100211,82
n2011100212,86
c2011100212,89
n2011100220,74
c2011100220,88
n2011100221,82
c2011100221,100
n2011100222,84
c2011100222,93
n2011101000,65
c2011101000,79
n2011101001,57
c2011101001,71
n2011101002,63
c2011101002,78
n2011101010,54
c2011101010,83
n2011101011,46
c2011101011,63
n2011101012,52
c2011101012,70
n2011101020,70
c2011101020,95
n2011101021,62
c2011101021,81
n2011101022,68
c2011101022,88
n2011101100,61
c2011101100,85
n2011101101,53
c2011101101,65
n2011101102,59
c2011101102,72
n2011101110,50
c2011101110,77
n2011101111,42
c2011101111,57
n2011101112,48
c2011101112,64
n2011101120,66
c2011101120,95
n2011101121,58
c2011101121,75
n2011101122,64
c2011101122,82
n2011101200,71
c2011101200,89
n2011101201,63
c2011101201,73
n2011101202,69
c2011101202,80
n2011101210,60
c2011101210,85
n2011101211,52
c2011101211,65
n2011101212,58
c2011101212,72
n2011101220,76
c2011101220,103
n2011101221,68
c2011101221,83
n2011101222,74
c2011101222,86
n2011102000,86
c2011102000,79
n2011102001,90
c2011102001,81
n2011102002,96
c2011102002,88
n2011102010,87
c2011102010,87
n2011102011,79
c2011102011,73
n2011102012,85
c2011102012,80
n2011102020,95
c2011102020,95
n2011102021,95
c2011102021,91
n2011102022,90
c2011102022,86
n2011102100,90
c2011102100,85
n2011102101,86
c2011102101,75
n2011102102,92
c2011102102,82
n2011102110,83
c2011102110,87
n2011102111,75
c2011102111,67
n2011102112,81
c2011102112,74
n2011102120,99
c2011102120,101
n2011102121,91
c2011102121,85
n2011102122,89
c2011102122,84
n2011102200,97
c2011102200,89
n2011102201,94
c2011102201,83
n2011102202,88
c2011102202,90
n2011102210,93
c2011102210,95
n2011102211,85
c2011102211,75
n2011102212,91
c2011102212,82
n2011102220,89
c2011102220,93
n2011102221,85
c2011102221,83
n2011102222,79
c2011102222,76
n2011110000,71
c2011110000,83
n2011110001,79
c2011110001,67
n2011110002,81
c2011110002,74
n2011110010,77
c2011110010,79
n2011110011,69
c2011110011,59
n2011110012,75
c2011110012,66
n2011110020,80
c2011110020,97
n2011110021,85
c2011110021,77
n2011110022,90
c2011110022,84
n2011110100,75
c2011110100,81
n2011110101,76
c2011110101,61
n2011110102,82
c2011110102,68
n2011110110,73
c2011110110,73
n2011110111,65
c2011110111,53
n2011110112,71
c2011110112,60
n2011110120,84
c2011110120,91
n2011110121,81
c2011110121,71
n2011110122,87
c2011110122,78
n2011110200,82
c2011110200,89
n2011110201,86
c2011110201,69
n2011110202,92
c2011110202,76
n2011110210,83
c2011110210,81
n2011110211,75
c2011110211,61
n2011110212,81
c2011110212,68
n2011110220,91
c2011110220,99
n2011110221,91
c2011110221,79
n2011110222,97
c2011110222,86
n2011111000,48
c2011111000,70
n2011111001,40
c2011111001,50
n2011111002,46
c2011111002,57
n2011111010,37
c2011111010,62
n2011111011,29
c2011111011,42
n2011111012,35
c2011111012,49
n2011111020,53
c2011111020,80
n2011111021,45
c2011111021,60
n2011111022,51
c2011111022,67
n2011111100,44
c2011111100,64
n2011111101,36
c2011111101,44
n2011111102,42
c2011111102,51
n2011111110,33
c2011111110,56
n2011111111,25
c2011111111,36
n2011111112,31
c2011111112,43
n2011111120,49
c2011111120,74
n2011111121,41
c2011111121,54
n2011111122,47
c2011111122,61
n2011111200,54
c2011111200,72
n2011111201,46
c2011111201,52
n2011111202,52
c2011111202,59
n2011111210,43
c2011111210,64
n2011111211,35
c2011111211,44
n2011111212,41
c2011111212,51
n2011111220,59
c2011111220,82
n2011111221,51
c2011111221,62
n2011111222,57
c2011111222,69
n2011112000,81
c2011112000,80
n2011112001,73
c2011112001,60
n2011112002,79
c2011112002,67
n2011112010,70
c2011112010,72
n2011112011,62
c2011112011,52
n2011112012,68
c2011112012,59
n2011112020,86
c2011112020,90
n2011112021,78
c2011112021,70
n2011112022,84
c2011112022,77
n2011112100,77
c2011112100,74
n2011112101,69
c2011112101,54
n2011112102,75
c2011112102,61
n2011112110,66
c2011112110,66
n2011112111,58
c2011112111,46
n2011112112,64
c2011112112,53
n2011112120,82
c2011112120,84
n2011112121,74
c2011112121,64
n2011112122,80
c2011112122,71
n2011112200,87
c2011112200,82
n2011112201,79
c2011112201,62
n2011112202,85
c2011112202,69
n2011112210,76
c2011112210,74
n2011112211,68
c2011112211,54
n2011112212,74
c2011112212,61
n2011112220,86
c2011112220,92
n2011112221,82
c2011112221,72
n2011112222,76
c2011112222,79
n2011120000,68
c2011120000,87
n2011120001,76
c2011120001,95
n2011120002,78
c2011120002,94
n2011120010,79
c2011120010,95
n2011120011,80
c2011120011,87
n2011120012,86
c2011120012,94
n2011120020,77
c2011120020,95
n2011120021,85
c2011120021,85
n2011120022,87
c2011120022,78
n2011120100,72
c2011120100,93
n2011120101,80
c2011120101,89
n2011120102,82
c2011120102,92
n2011120110,83
c2011120110,101
n2011120111,76
c2011120111,81
n2011120112,82
c2011120112,88
n2011120120,81
c2011120120,93
n2011120121,89
c2011120121,83
n2011120122,91
c2011120122,76
n2011120200,79
c2011120200,97
n2011120201,87
c2011120201,91
n2011120202,89
c2011120202,84
n2011120210,90
c2011120210,103
n2011120211,86
c2011120211,89
n2011120212,92
c2011120212,86
n2011120220,88
c2011120220,85
n2011120221,96
c2011120221,75
n2011120222,97
c2011120222,68
n2011121000,59
c2011121000,98
n2011121001,51
c2011121001,78
n2011121002,57
c2011121002,85
n2011121010,48
c2011121010,90
n2011121011,40
c2011121011,70
n2011121012,46
c2011121012,77
n2011121020,64
c2011121020,88
n2011121021,56
c2011121021,78
n2011121022,62
c2011121022,71
n2011121100,55
c2011121100,92
n2011121101,47
c2011121101,72
n2011121102,53
c2011121102,79
n2011121110,44
c2011121110,84
n2011121111,36
c2011121111,64
n2011121112,42
c2011121112,71
n2011121120,60
c2011121120,86
n2011121121,52
c2011121121,76
n2011121122,58
c2011121122,69
n2011121200,65
c2011121200,94
n2011121201,57
c2011121201,80
n2011121202,63
c2011121202,77
n2011121210,54
c2011121210,92
n2011121211,46
c2011121211,72
n2011121212,52
c2011121212,79
n2011121220,70
c2011121220,78
n2011121221,62
c2011121221,68
n2011121222,68
c2011121222,61
n2011122000,92
c2011122000,94
n2011122001,84
c2011122001,84
n2011122002,85
c2011122002,77
n2011122010,81
c2011122010,96
n2011122011,73
c2011122011,80
n2011122012,79
c2011122012,79
n2011122020,86
c2011122020,78
n2011122021,82
c2011122021,68
n2011122022,76
c2011122022,61
n2011122100,88
c2011122100,92
n2011122101,80
c2011122101,82
n2011122102,84
c2011122102,75
n2011122110,77
c2011122110,94
n2011122111,69
c2011122111,74
n2011122112,75
c2011122112,77
n2011122120,85
c2011122120,76
n2011122121,81
c2011122121,66
n2011122122,75
c2011122122,59
n2011122200,84
c2011122200,84
n2011122201,80
c2011122201,74
n2011122202,74
c2011122202,67
n2011122210,87
c2011122210,86
n2011122211,79
c2011122211,76
n2011122212,81
c2011122212,69
n2011122220,75
c2011122220,68
n2011122221,71
c2011122221,58
n2011122222,65
c2011122222,51
n2011200000,53
c2011200000,67
n2011200001,61
c2011200001,87
n2011200002,63
c2011200002,84
n2011200010,64
c2011200010,75
n2011200011,72
c2011200011,86
n2011200012,74
c2011200012,92
n2011200020,62
c2011200020,83
n2011200021,70
c2011200021,103
n2011200022,72
c2011200022,97
n2011200100,57
c2011200100,73
n2011200101,65
c2011200101,88
n2011200102,67
c2011200102,90
n2011200110,68
c2011200110,81
n2011200111,76
c2011200111,80
n2011200112,78
c2011200112,87
n2011200120,66
c2011200120,89
n2011200121,74
c2011200121,98
n2011200122,76
c2011200122,95
n2011200200,64
c2011200200,77
n2011200201,72
c2011200201,96
n2011200202,74
c2011200202,94
n2011200210,75
c2011200210,85
n2011200211,83
c2011200211,88
n2011200212,85
c2011200212,95
n2011200220,73
c2011200220,93
n2011200221,81
c2011200221,94
n2011200222,83
c2011200222,87
n2011201000,75
c2011201000,84
n2011201001,67
c2011201001,77
n2011201002,73
c2011201002,84
n2011201010,64
c2011201010,89
n2011201011,56
c2011201011,69
n2011201012,62
c2011201012,76
n2011201020,80
c2011201020,100
n2011201021,72
c2011201021,87
n2011201022,78
c2011201022,90
n2011201100,71
c2011201100,90
n2011201101,63
c2011201101,71
n2011201102,69
c2011201102,78
n2011201110,60
c2011201110,83
n2011201111,52
c2011201111,63
n2011201112,58
c2011201112,70
n2011201120,76
c2011201120,101
n2011201121,68
c2011201121,81
n2011201122,74
c2011201122,88
n2011201200,81
c2011201200,94
n2011201201,73
c2011201201,79
n2011201202,79
c2011201202,86
n2011201210,70
c2011201210,91
n2011201211,62
c2011201211,71
n2011201212,68
c2011201212,78
n2011201220,86
c2011201220,97
n2011201221,78
c2011201221,87
n2011201222,84
c2011201222,80
n2011202000,85
c2011202000,84
n2011202001,93
c2011202001,87
n2011202002,89
c2011202002,94
n2011202010,96
c2011202010,92
n2011202011,89
c2011202011,79
n2011202012,95
c2011202012,86
n2011202020,90
c2011202020,97
n2011202021,86
c2011202021,87
n2011202022,80
c2011202022,80
n2011202100,89
c2011202100,90
n2011202101,94
c2011202101,81
n2011202102,88
c2011202102,88
n2011202110,93
c2011202110,93
n2011202111,85
c2011202111,73
n2011202112,91
c2011202112,80
n2011202120,89
c2011202120,95
n2011202121,85
c2011202121,85
n2011202122,79
c2011202122,78
n2011202200,88
c2011202200,94
n2011202201,84
c2011202201,89
n2011202202,78
c2011202202,86
n2011202210,95
c2011202210,101
n2011202211,91
c2011202211,81
n2011202212,85
c2011202212,88
n2011202220,79
c2011202220,87
n2011202221,75
c2011202221,77
n2011202222,69
c2011202222,70
n2011210000,70
c2011210000,88
n2011210001,78
c2011210001,73
n2011210002,80
c2011210002,80
n2011210010,81
c2011210010,85
n2011210011,79
c2011210011,65
n2011210012,85
c2011210012,72
n2011210020,79
c2011210020,103
n2011210021,87
c2011210021,83
n2011210022,89
c2011210022,90
n2011210100,74
c2011210100,87
n2011210101,82
c2011210101,67
n2011210102,84
c2011210102,74
n2011210110,83
c2011210110,79
n2011210111,75
c2011210111,59
n2011210112,81
c2011210112,66
n2011210120,83
c2011210120,97
n2011210121,91
c2011210121,77
n2011210122,93
c2011210122,84
n2011210200,81
c2011210200,95
n2011210201,89
c2011210201,75
n2011210202,91
c2011210202,82
n2011210210,92
c2011210210,87
n2011210211,85
c2011210211,67
n2011210212,91
c2011210212,74
n2011210220,90
c2011210220,105
n2011210221,98
c2011210221,85
n2011210222,98
c2011210222,90
n2011211000,58
c2011211000,76
n2011211001,50
c2011211001,56
n2011211002,56
c2011211002,63
n2011211010,47
c2011211010,68
n2011211011,39
c2011211011,48
n2011211012,45
c2011211012,55
n2011211020,63
c2011211020,86
n2011211021,55
c2011211021,66
n2011211022,61
c2011211022,73
n2011211100,54
c2011211100,70
n2011211101,46
c2011211101,50
n2011211102,52
c2011211102,57
n2011211110,43
c2011211110,62
n2011211111,35
c2011211111,42
n2011211112,41
c2011211112,49
n2011211120,59
c2011211120,80
n2011211121,51
c2011211121,60
n2011211122,57
c2011211122,67
n2011211200,64
c2011211200,78
n2011211201,56
c2011211201,58
n2011211202,62
c2011211202,65
n2011211210,53
c2011211210,70
n2011211211,45
c2011211211,50
n2011211212,51
c2011211212,57
n2011211220,69
c2011211220,88
n2011211221,61
c2011211221,68
n2011211222,67
c2011211222,75
n2011212000,91
c2011212000,86
n2011212001,83
c2011212001,66
n2011212002,86
c2011212002,73
n2011212010,80
c2011212010,78
n2011212011,72
c2011212011,58
n2011212012,78
c2011212012,65
n2011212020,87
c2011212020,96
n2011212021,83
c2011212021,76
n2011212022,77
c2011212022,83
n2011212100,87
c2011212100,80
n2011212101,79
c2011212101,60
n2011212102,85
c2011212102,67
n2011212110,76
c2011212110,72
n2011212111,68
c2011212111,52
n2011212112,74
c2011212112,59
n2011212120,86
c2011212120,90
n2011212121,82
c2011212121,70
n2011212122,76
c2011212122,77
n2011212200,85
c2011212200,88
n2011212201,81
c2011212201,68
n2011212202,75
c2011212202,75
n2011212210,86
c2011212210,80
n2011212211,78
c2011212211,60
n2011212212,82
c2011212212,67
n2011212220,76
c2011212220,90
n2011212221,72
c2011212221,78
n2011212222,66
c2011212222,73
n2011220000,67
c2011220000,92
n2011220001,75
c2011220001,95
n2011220002,77
c2011220002,88
n2011220010,78
c2011220010,100
n2011220011,86
c2011220011,93
n2011220012,88
c2011220012,90
n2011220020,76
c2011220020,89
n2011220021,84
c2011220021,79
n2011220022,86
c2011220022,72
n2011220100,71
c2011220100,98
n2011220101,79
c2011220101,93
n2011220102,81
c2011220102,86
n2011220110,82
c2011220110,105
n2011220111,86
c2011220111,87
n2011220112,92
c2011220112,88
n2011220120,80
c2011220120,87
n2011220121,88
c2011220121,77
n2011220122,90
c2011220122,70
n2011220200,78
c2011220200,95
n2011220201,86
c2011220201,85
n2011220202,88
c2011220202,78
n2011220210,89
c2011220210,97
n2011220211,96
c2011220211,87
n2011220212,99
c2011220212,80
n2011220220,87
c2011220220,79
n2011220221,93
c2011220221,69
n2011220222,87
c2011220222,62
n2011221000,69
c2011221000,98
n2011221001,61
c2011221001,84
n2011221002,67
c2011221002,81
n2011221010,58
c2011221010,96
n2011221011,50
c2011221011,76
n2011221012,56
c2011221012,83
n2011221020,74
c2011221020,82
n2011221021,66
c2011221021,72
n2011221022,72
c2011221022,65
n2011221100,65
c2011221100,96
n2011221101,57
c2011221101,78
n2011221102,63
c2011221102,79
n2011221110,54
c2011221110,90
n2011221111,46
c2011221111,70
n2011221112,52
c2011221112,77
n2011221120,70
c2011221120,80
n2011221121,62
c2011221121,70
n2011221122,68
c2011221122,63
n2011221200,75
c2011221200,88
n2011221201,67
c2011221201,78
n2011221202,73
c2011221202,71
n2011221210,64
c2011221210,90
n2011221211,56
c2011221211,78
n2011221212,62
c2011221212,73
n2011221220,80
c2011221220,72
n2011221221,72
c2011221221,62
n2011221222,78
c2011221222,55
n2011222000,85
c2011222000,88
n2011222001,81
c2011222001,78
n2011222002,75
c2011222002,71
n2011222010,91
c2011222010,90
n2011222011,83
c2011222011,80
n2011222012,82
c2011222012,73
n2011222020,76
c2011222020,72
n2011222021,72
c2011222021,62
n2011222022,66
c2011222022,55
n2011222100,84
c2011222100,86
n2011222101,80
c2011222101,76
n2011222102,74
c2011222102,69
n2011222110,87
c2011222110,88
n2011222111,79
c2011222111,78
n2011222112,81
c2011222112,71
n2011222120,75
c2011222120,70
n2011222121,71
c2011222121,60
n2011222122,65
c2011222122,53
n2011222200,74
c2011222200,78
n2011222201,70
c2011222201,68
n2011222202,64
c2011222202,61
n2011222210,81
c2011222210,80
n2011222211,77
c2011222211,70
n2011222212,71
c2011222212,63
n2011222220,65
c2011222220,62
n2011222221,61
c2011222221,52
n2011222222,55
c2011222222,45
n2012000000,30
c2012000000,58
n2012000001,38
c2012000001,78
n2012000002,40
c2012000002,75
n2012000010,41
c2012000010,66
n2012000011,49
c2012000011,86
n2012000012,51
c2012000012,83
n2012000020,39
c2012000020,74
n2012000021,47
c2012000021,94
n2012000022,49
c2012000022,91
n2012000100,34
c2012000100,64
n2012000101,42
c2012000101,84
n2012000102,44
c2012000102,81
n2012000110,45
c2012000110,72
n2012000111,53
c2012000111,89
n2012000112,55
c2012000112,89
n2012000120,43
c2012000120,80
n2012000121,51
c2012000121,100
n2012000122,53
c2012000122,95
n2012000200,41
c2012000200,68
n2012000201,49
c2012000201,88
n2012000202,51
c2012000202,85
n2012000210,52
c2012000210,76
n2012000211,60
c2012000211,96
n2012000212,62
c2012000212,93
n2012000220,50
c2012000220,84
n2012000221,58
c2012000221,94
n2012000222,60
c2012000222,87
n2012001000,70
c2012001000,75
n2012001001,78
c2012001001,86
n2012001002,80
c2012001002,92
n2012001010,81
c2012001010,83
n2012001011,73
c2012001011,78
n2012001012,79
c2012001012,85
n2012001020,79
c2012001020,91
n2012001021,87
c2012001021,96
n2012001022,89
c2012001022,90
n2012001100,74
c2012001100,81
n2012001101,80
c2012001101,80
n2012001102,84
c2012001102,87
n2012001110,77
c2012001110,89
n2012001111,69
c2012001111,72
n2012001112,75
c2012001112,79
n2012001120,83
c2012001120,97
n2012001121,85
c2012001121,90
n2012001122,91
c2012001122,88
n2012001200,81
c2012001200,85
n2012001201,89
c2012001201,88
n2012001202,91
c2012001202,95
n2012001210,87
c2012001210,93
n2012001211,79
c2012001211,80
n2012001212,85
c2012001212,87
n2012001220,90
c2012001220,97
n2012001221,95
c2012001221,87
n2012001222,100
c2012001222,80
n2012002000,62
c2012002000,75
n2012002001,70
c2012002001,95
n2012002002,72
c2012002002,92
n2012002010,73
c2012002010,83
n2012002011,81
c2012002011,88
n2012002012,83
c2012002012,95
n2012002020,71
c2012002020,91
n2012002021,79
c2012002021,87
n2012002022,81
c2012002022,80
n2012002100,66
c2012002100,81
n2012002101,74
c2012002101,90
n2012002102,76
c2012002102,94
n2012002110,77
c2012002110,89
n2012002111,85
c2012002111,82
n2012002112,87
c2012002112,89
n2012002120,75
c2012002120,95
n2012002121,83
c2012002121,85
n2012002122,85
c2012002122,78
n2012002200,73
c2012002200,85
n2012002201,81
c2012002201,93
n2012002202,83
c2012002202,86
n2012002210,84
c2012002210,93
n2012002211,92
c2012002211,90
n2012002212,94
c2012002212,88
n2012002220,82
c2012002220,87
n2012002221,90
c2012002221,77
n2012002222,91
c2012002222,70
n2012010000,47
c2012010000,79
n2012010001,55
c2012010001,82
n2012010002,57
c2012010002,89
n2012010010,58
c2012010010,87
n2012010011,66
c2012010011,74
n2012010012,68
c2012010012,81
n2012010020,56
c2012010020,95
n2012010021,64
c2012010021,92
n2012010022,66
c2012010022,99
n2012010100,51
c2012010100,85
n2012010101,59
c2012010101,76
n2012010102,61
c2012010102,83
n2012010110,62
c2012010110,88
n2012010111,70
c2012010111,68
n2012010112,72
c2012010112,75
n2012010120,60
c2012010120,101
n2012010121,68
c2012010121,86
n2012010122,70
c2012010122,93
n2012010200,58
c2012010200,89
n2012010201,66
c2012010201,84
n2012010202,68
c2012010202,91
n2012010210,69
c2012010210,96
n2012010211,77
c2012010211,76
n2012010212,79
c2012010212,83
n2012010220,67
c2012010220,105
n2012010221,75
c2012010221,94
n2012010222,77
c2012010222,90
n2012011000,75
c2012011000,85
n2012011001,67
c2012011001,65
n2012011002,73
c2012011002,72
n2012011010,64
c2012011010,77
n2012011011,56
c2012011011,57
n2012011012,62
